customer_id,first_name,email,country,signup_date,age_group
109,Customer_109,customer109@email.com,USA,2023-08-04,36-45
110,Customer_110,customer110@email.com,USA,2022-11-19,26-35
111,Customer_111,customer111@email.com,USA,2022-08-06,46-55
112,Customer_112,customer112@email.com,USA,2023-11-03,26-35
113,Customer_113,customer113@email.com,Germany,2023-05-27,26-35
114,Customer_114,customer114@email.com,Australia,2023-02-10,36-45
115,Customer_115,customer115@email.com,Canada,2023-10-21,36-45
116,Customer_116,customer116@email.com,Australia,2023-04-15,36-45
117,Customer_117,customer117@email.com,Australia,2022-05-27,18-25
118,Customer_118,customer118@email.com,USA,2022-09-29,46-55
119,Customer_119,customer119@email.com,Australia,2022-05-23,26-35
120,Customer_120,customer120@email.com,UK,2022-09-10,18-25
121,Customer_121,customer121@email.com,Australia,2023-07-29,46-55
122,Customer_122,customer122@email.com,Australia,2023-07-06,56+
123,Customer_123,customer123@email.com,USA,2022-09-27,46-55
124,Customer_124,customer124@email.com,USA,2023-08-22,46-55
125,Customer_125,customer125@email.com,USA,2023-03-15,36-45
126,Customer_126,customer126@email.com,UK,2023-08-21,36-45
127,Customer_127,customer127@email.com,Australia,2023-02-13,18-25
128,Customer_128,customer128@email.com,Australia,2023-01-06,26-35
129,Customer_129,customer129@email.com,USA,2022-08-13,26-35
130,Customer_130,customer130@email.com,UK,2022-05-22,26-35
131,Customer_131,customer131@email.com,UK,2023-06-06,36-45
132,Customer_132,customer132@email.com,USA,2023-05-21,26-35
133,Customer_133,customer133@email.com,USA,2022-04-04,18-25
134,Customer_134,customer134@email.com,USA,2022-02-18,26-35
135,Customer_135,customer135@email.com,Germany,2022-04-23,36-45
136,Customer_136,customer136@email.com,USA,2022-06-06,18-25
137,Customer_137,customer137@email.com,UK,2023-10-05,46-55
138,Customer_138,customer138@email.com,Canada,2022-06-13,26-35
139,Customer_139,customer139@email.com,USA,2023-11-28,26-35
140,Customer_140,customer140@email.com,Germany,2023-03-09,36-45
141,Customer_141,customer141@email.com,Germany,2023-09-03,46-55
142,Customer_142,customer142@email.com,USA,2022-03-07,26-35
143,Customer_143,customer143@email.com,UK,2023-01-30,36-45
144,Customer_144,customer144@email.com,USA,2023-01-26,36-45
145,Customer_145,customer145@email.com,USA,2023-09-03,26-35
146,Customer_146,customer146@email.com,USA,2023-04-25,46-55
147,Customer_147,customer147@email.com,Canada,2023-06-26,46-55
148,Customer_148,customer148@email.com,UK,2022-09-15,36-45
149,Customer_149,customer149@email.com,USA,2023-07-21,46-55
150,Customer_150,customer150@email.com,USA,2022-01-12,46-55
151,Customer_151,customer151@email.com,Germany,2023-11-28,36-45
152,Customer_152,customer152@email.com,USA,2022-04-28,46-55
153,Customer_153,customer153@email.com,USA,2023-11-30,36-45
154,Customer_154,customer154@email.com,UK,2023-07-04,36-45
155,Customer_155,customer155@email.com,Germany,2022-10-01,36-45
156,Customer_156,customer156@email.com,USA,2023-10-19,46-55
157,Customer_157,customer157@email.com,Canada,2022-12-15,26-35
158,Customer_158,customer158@email.com,Australia,2022-04-25,46-55
159,Customer_159,customer159@email.com,USA,2022-10-28,46-55
160,Customer_160,customer160@email.com,Canada,2023-03-22,18-25
161,Customer_161,customer161@email.com,USA,2022-06-11,46-55
162,Customer_162,customer162@email.com,Canada,2023-04-10,18-25
163,Customer_163,customer163@email.com,Canada,2022-01-04,26-35
164,Customer_164,customer164@email.com,UK,2022-09-27,36-45
165,Customer_165,customer165@email.com,USA,2023-05-28,26-35
166,Customer_166,customer166@email.com,Australia,2022-07-02,46-55
167,Customer_167,customer167@email.com,USA,2023-06-04,46-55
168,Customer_168,customer168@email.com,USA,2022-04-19,36-45
169,Customer_169,customer169@email.com,USA,2023-10-03,18-25
170,Customer_170,customer170@email.com,UK,2022-11-02,26-35
171,Customer_171,customer171@email.com,Canada,2023-10-17,36-45
172,Customer_172,customer172@email.com,USA,2023-06-04,56+
173,Customer_173,customer173@email.com,UK,2023-09-16,36-45
174,Customer_174,customer174@email.com,USA,2022-07-23,26-35
175,Customer_175,customer175@email.com,Canada,2022-06-06,36-45
176,Customer_176,customer176@email.com,USA,2023-01-18,36-45
177,Customer_177,customer177@email.com,Canada,2022-06-15,46-55
178,Customer_178,customer178@email.com,USA,2023-07-07,18-25
179,Customer_179,customer179@email.com,Germany,2023-06-28,46-55
180,Customer_180,customer180@email.com,USA,2022-01-01,36-45
181,Customer_181,customer181@email.com,USA,2023-09-06,56+
182,Customer_182,customer182@email.com,USA,2022-11-28,26-35
183,Customer_183,customer183@email.com,Germany,2023-05-16,36-45
184,Customer_184,customer184@email.com,Australia,2022-01-20,56+
185,Customer_185,customer185@email.com,USA,2022-04-25,18-25
186,Customer_186,customer186@email.com,Canada,2023-01-07,56+
187,Customer_187,customer187@email.com,Australia,2022-11-11,36-45
188,Customer_188,customer188@email.com,UK,2022-09-03,18-25
189,Customer_189,customer189@email.com,UK,2022-03-01,26-35
190,Customer_190,customer190@email.com,USA,2022-09-04,36-45
191,Customer_191,customer191@email.com,USA,2023-08-04,18-25
192,Customer_192,customer192@email.com,Australia,2022-03-22,36-45
193,Customer_193,customer193@email.com,Germany,2022-03-29,26-35
194,Customer_194,customer194@email.com,Canada,2023-05-13,36-45
195,Customer_195,customer195@email.com,USA,2022-03-12,18-25
196,Customer_196,customer196@email.com,USA,2023-06-30,46-55
197,Customer_197,customer197@email.com,Canada,2022-05-09,56+
198,Customer_198,customer198@email.com,Australia,2022-05-12,56+
199,Customer_199,customer199@email.com,Australia,2023-11-07,36-45
200,Customer_200,customer200@email.com,Australia,2023-05-02,18-25
201,Customer_201,customer201@email.com,Canada,2023-07-17,46-55
202,Customer_202,customer202@email.com,USA,2022-06-19,18-25
203,Customer_203,customer203@email.com,USA,2022-09-29,18-25
204,Customer_204,customer204@email.com,Australia,2023-06-25,26-35
205,Customer_205,customer205@email.com,Canada,2023-09-14,26-35
206,Customer_206,customer206@email.com,USA,2023-03-10,46-55
207,Customer_207,customer207@email.com,USA,2022-08-05,36-45
208,Customer_208,customer208@email.com,Canada,2023-07-07,26-35
209,Customer_209,customer209@email.com,USA,2023-12-08,26-35
210,Customer_210,customer210@email.com,USA,2022-07-25,56+
211,Customer_211,customer211@email.com,UK,2024-01-01,26-35
212,Customer_212,customer212@email.com,Canada,2022-11-16,26-35
213,Customer_213,customer213@email.com,Canada,2023-02-13,26-35
214,Customer_214,customer214@email.com,USA,2023-11-19,46-55
215,Customer_215,customer215@email.com,Canada,2023-10-28,36-45
216,Customer_216,customer216@email.com,USA,2023-01-18,26-35
217,Customer_217,customer217@email.com,USA,2023-03-25,18-25
218,Customer_218,customer218@email.com,Canada,2023-06-14,36-45
219,Customer_219,customer219@email.com,Canada,2023-04-08,36-45
220,Customer_220,customer220@email.com,Australia,2022-05-04,26-35
221,Customer_221,customer221@email.com,Canada,2022-09-11,56+
222,Customer_222,customer222@email.com,UK,2022-08-19,26-35
223,Customer_223,customer223@email.com,USA,2022-03-07,26-35
224,Customer_224,customer224@email.com,USA,2022-12-13,56+
225,Customer_225,customer225@email.com,USA,2022-01-22,26-35
226,Customer_226,customer226@email.com,USA,2023-08-26,36-45
227,Customer_227,customer227@email.com,Germany,2023-07-22,26-35
228,Customer_228,customer228@email.com,USA,2022-08-24,26-35
229,Customer_229,customer229@email.com,Australia,2023-08-26,56+
230,Customer_230,customer230@email.com,Canada,2022-08-14,26-35
231,Customer_231,customer231@email.com,Australia,2022-01-08,46-55
232,Customer_232,customer232@email.com,UK,2022-03-14,26-35
233,Customer_233,customer233@email.com,UK,2023-12-26,26-35
234,Customer_234,customer234@email.com,UK,2023-10-09,18-25
235,Customer_235,customer235@email.com,USA,2022-03-02,36-45
236,Customer_236,customer236@email.com,Canada,2022-08-23,26-35
237,Customer_237,customer237@email.com,USA,2022-03-11,46-55
238,Customer_238,customer238@email.com,USA,2022-02-02,26-35
239,Customer_239,customer239@email.com,Canada,2022-12-05,56+
240,Customer_240,customer240@email.com,USA,2022-03-14,26-35
241,Customer_241,customer241@email.com,Germany,2023-06-11,46-55
242,Customer_242,customer242@email.com,Germany,2022-09-01,46-55
243,Customer_243,customer243@email.com,Germany,2022-10-13,46-55
244,Customer_244,customer244@email.com,USA,2023-11-17,46-55
245,Customer_245,customer245@email.com,USA,2023-05-13,46-55
246,Customer_246,customer246@email.com,Germany,2022-08-08,36-45
247,Customer_247,customer247@email.com,UK,2023-07-07,18-25
248,Customer_248,customer248@email.com,Germany,2022-05-16,18-25
249,Customer_249,customer249@email.com,Germany,2023-08-08,56+
250,Customer_250,customer250@email.com,Australia,2023-08-14,36-45
251,Customer_251,customer251@email.com,USA,2023-04-30,46-55
252,Customer_252,customer252@email.com,USA,2022-09-06,26-35
253,Customer_253,customer253@email.com,Australia,2023-04-30,18-25
254,Customer_254,customer254@email.com,USA,2023-02-21,18-25
255,Customer_255,customer255@email.com,USA,2022-07-14,36-45
256,Customer_256,customer256@email.com,UK,2022-04-07,26-35
257,Customer_257,customer257@email.com,Germany,2022-04-10,26-35
258,Customer_258,customer258@email.com,Canada,2023-11-06,26-35
259,Customer_259,customer259@email.com,UK,2023-03-18,18-25
260,Customer_260,customer260@email.com,USA,2022-12-29,36-45
261,Customer_261,customer261@email.com,Canada,2023-03-10,26-35
262,Customer_262,customer262@email.com,Germany,2023-02-25,46-55
263,Customer_263,customer263@email.com,USA,2023-04-24,26-35
264,Customer_264,customer264@email.com,UK,2022-02-25,26-35
265,Customer_265,customer265@email.com,Australia,2023-11-21,18-25
266,Customer_266,customer266@email.com,Canada,2023-11-01,18-25
267,Customer_267,customer267@email.com,Canada,2023-10-24,26-35
268,Customer_268,customer268@email.com,Canada,2022-04-11,26-35
269,Customer_269,customer269@email.com,USA,2022-03-04,36-45
270,Customer_270,customer270@email.com,USA,2023-02-17,26-35
271,Customer_271,customer271@email.com,Australia,2022-12-14,36-45
272,Customer_272,customer272@email.com,Australia,2022-04-22,46-55
273,Customer_273,customer273@email.com,Australia,2022-09-12,46-55
274,Customer_274,customer274@email.com,Germany,2022-07-16,18-25
275,Customer_275,customer275@email.com,UK,2022-07-14,26-35
276,Customer_276,customer276@email.com,UK,2023-07-04,18-25
277,Customer_277,customer277@email.com,Australia,2023-04-05,26-35
278,Customer_278,customer278@email.com,Canada,2022-05-24,56+
279,Customer_279,customer279@email.com,Canada,2023-03-09,18-25
280,Customer_280,customer280@email.com,Australia,2022-07-07,26-35
281,Customer_281,customer281@email.com,Australia,2022-10-13,36-45
282,Customer_282,customer282@email.com,USA,2023-04-19,36-45
283,Customer_283,customer283@email.com,USA,2022-09-13,36-45
284,Customer_284,customer284@email.com,USA,2022-03-19,18-25
285,Customer_285,customer285@email.com,UK,2023-03-30,26-35
286,Customer_286,customer286@email.com,USA,2023-07-18,36-45
287,Customer_287,customer287@email.com,UK,2022-04-11,18-25
288,Customer_288,customer288@email.com,UK,2022-02-21,26-35
289,Customer_289,customer289@email.com,USA,2023-10-30,18-25
290,Customer_290,customer290@email.com,UK,2023-07-08,18-25
291,Customer_291,customer291@email.com,USA,2022-01-16,26-35
292,Customer_292,customer292@email.com,USA,2022-04-06,18-25
293,Customer_293,customer293@email.com,Australia,2022-08-31,36-45
294,Customer_294,customer294@email.com,USA,2022-06-20,36-45
295,Customer_295,customer295@email.com,USA,2023-02-21,46-55
296,Customer_296,customer296@email.com,UK,2023-05-13,26-35
297,Customer_297,customer297@email.com,Australia,2023-05-08,26-35
298,Customer_298,customer298@email.com,USA,2022-08-07,18-25
299,Customer_299,customer299@email.com,Canada,2023-02-15,36-45
300,Customer_300,customer300@email.com,USA,2022-03-02,36-45
301,Customer_301,customer301@email.com,USA,2022-06-18,18-25
302,Customer_302,customer302@email.com,UK,2023-01-24,56+
303,Customer_303,customer303@email.com,UK,2022-01-03,18-25
304,Customer_304,customer304@email.com,Canada,2023-02-04,36-45
305,Customer_305,customer305@email.com,Canada,2022-09-29,36-45
306,Customer_306,customer306@email.com,Germany,2023-04-11,46-55
307,Customer_307,customer307@email.com,UK,2022-10-20,36-45
308,Customer_308,customer308@email.com,USA,2023-03-10,46-55
309,Customer_309,customer309@email.com,Australia,2023-12-15,26-35
310,Customer_310,customer310@email.com,USA,2023-07-24,46-55
311,Customer_311,customer311@email.com,UK,2023-11-09,18-25
312,Customer_312,customer312@email.com,USA,2023-05-14,46-55
313,Customer_313,customer313@email.com,USA,2022-06-08,36-45
314,Customer_314,customer314@email.com,Germany,2022-07-14,46-55
315,Customer_315,customer315@email.com,Australia,2022-10-31,26-35
316,Customer_316,customer316@email.com,Canada,2022-08-11,36-45
317,Customer_317,customer317@email.com,UK,2022-03-01,36-45
318,Customer_318,customer318@email.com,USA,2023-08-17,36-45
319,Customer_319,customer319@email.com,USA,2023-07-10,18-25
320,Customer_320,customer320@email.com,USA,2022-03-04,18-25
321,Customer_321,customer321@email.com,UK,2022-11-18,26-35
322,Customer_322,customer322@email.com,Canada,2022-02-28,26-35
323,Customer_323,customer323@email.com,Canada,2022-02-21,46-55
324,Customer_324,customer324@email.com,USA,2023-08-22,26-35
325,Customer_325,customer325@email.com,Germany,2023-05-04,56+
326,Customer_326,customer326@email.com,Canada,2023-05-30,26-35
327,Customer_327,customer327@email.com,UK,2023-06-28,26-35
328,Customer_328,customer328@email.com,Canada,2022-06-11,46-55
329,Customer_329,customer329@email.com,UK,2022-02-28,36-45
330,Customer_330,customer330@email.com,USA,2023-06-05,26-35
331,Customer_331,customer331@email.com,USA,2022-03-24,36-45
332,Customer_332,customer332@email.com,Australia,2022-07-10,36-45
333,Customer_333,customer333@email.com,USA,2022-03-12,26-35
334,Customer_334,customer334@email.com,USA,2023-09-02,56+
335,Customer_335,customer335@email.com,USA,2022-03-11,56+
336,Customer_336,customer336@email.com,USA,2023-11-23,36-45
337,Customer_337,customer337@email.com,Australia,2022-08-29,26-35
338,Customer_338,customer338@email.com,Canada,2023-02-18,36-45
339,Customer_339,customer339@email.com,UK,2022-05-03,18-25
340,Customer_340,customer340@email.com,USA,2023-08-07,18-25
341,Customer_341,customer341@email.com,UK,2022-09-10,26-35
342,Customer_342,customer342@email.com,UK,2023-08-16,26-35
343,Customer_343,customer343@email.com,USA,2023-09-01,46-55
344,Customer_344,customer344@email.com,UK,2022-02-10,36-45
345,Customer_345,customer345@email.com,USA,2023-09-27,36-45
346,Customer_346,customer346@email.com,Canada,2022-03-25,26-35
347,Customer_347,customer347@email.com,Canada,2023-03-06,26-35
348,Customer_348,customer348@email.com,USA,2023-11-05,26-35
349,Customer_349,customer349@email.com,USA,2023-08-21,56+
350,Customer_350,customer350@email.com,Canada,2023-08-02,18-25
351,Customer_351,customer351@email.com,UK,2023-06-20,46-55
352,Customer_352,customer352@email.com,Australia,2022-11-20,36-45
353,Customer_353,customer353@email.com,Canada,2022-09-25,26-35
354,Customer_354,customer354@email.com,USA,2022-07-29,36-45
355,Customer_355,customer355@email.com,USA,2023-11-17,26-35
356,Customer_356,customer356@email.com,Canada,2022-11-18,46-55
357,Customer_357,customer357@email.com,USA,2022-09-02,56+
358,Customer_358,customer358@email.com,UK,2022-09-29,26-35
359,Customer_359,customer359@email.com,Germany,2023-02-10,26-35
360,Customer_360,customer360@email.com,UK,2022-05-15,36-45
361,Customer_361,customer361@email.com,USA,2023-11-19,56+
362,Customer_362,customer362@email.com,Canada,2023-10-23,26-35
363,Customer_363,customer363@email.com,UK,2022-11-04,36-45
364,Customer_364,customer364@email.com,UK,2023-04-14,36-45
365,Customer_365,customer365@email.com,Germany,2022-11-20,36-45
366,Customer_366,customer366@email.com,USA,2022-03-16,18-25
367,Customer_367,customer367@email.com,Germany,2022-01-10,36-45
368,Customer_368,customer368@email.com,Germany,2023-04-15,56+
369,Customer_369,customer369@email.com,USA,2023-09-29,26-35
370,Customer_370,customer370@email.com,USA,2023-07-31,26-35
371,Customer_371,customer371@email.com,USA,2022-04-13,56+
372,Customer_372,customer372@email.com,USA,2022-03-17,26-35
373,Customer_373,customer373@email.com,USA,2023-07-05,46-55
374,Customer_374,customer374@email.com,Canada,2022-08-07,26-35
375,Customer_375,customer375@email.com,USA,2023-06-03,26-35
376,Customer_376,customer376@email.com,USA,2022-09-29,46-55
377,Customer_377,customer377@email.com,Australia,2022-05-16,26-35
378,Customer_378,customer378@email.com,USA,2022-12-24,36-45
379,Customer_379,customer379@email.com,Australia,2022-03-12,26-35
380,Customer_380,customer380@email.com,USA,2022-09-08,36-45
381,Customer_381,customer381@email.com,USA,2023-01-14,26-35
382,Customer_382,customer382@email.com,Canada,2022-10-19,26-35
383,Customer_383,customer383@email.com,Canada,2022-06-11,56+
384,Customer_384,customer384@email.com,Australia,2023-03-25,26-35
385,Customer_385,customer385@email.com,Canada,2023-07-11,36-45
386,Customer_386,customer386@email.com,Australia,2023-12-22,26-35
387,Customer_387,customer387@email.com,USA,2022-11-06,46-55
388,Customer_388,customer388@email.com,USA,2023-09-19,18-25
389,Customer_389,customer389@email.com,Australia,2023-11-01,56+
390,Customer_390,customer390@email.com,Australia,2023-06-26,26-35
391,Customer_391,customer391@email.com,Germany,2022-01-09,26-35
392,Customer_392,customer392@email.com,UK,2023-11-15,18-25
393,Customer_393,customer393@email.com,USA,2023-07-22,26-35
394,Customer_394,customer394@email.com,Australia,2022-11-03,36-45
395,Customer_395,customer395@email.com,USA,2023-11-11,26-35
396,Customer_396,customer396@email.com,Germany,2022-04-17,46-55
397,Customer_397,customer397@email.com,Australia,2022-05-18,26-35
398,Customer_398,customer398@email.com,UK,2022-09-28,26-35
399,Customer_399,customer399@email.com,Australia,2022-04-29,36-45
400,Customer_400,customer400@email.com,Australia,2022-04-20,36-45
401,Customer_401,customer401@email.com,USA,2023-07-21,26-35
402,Customer_402,customer402@email.com,Germany,2022-06-09,26-35
403,Customer_403,customer403@email.com,UK,2022-10-06,18-25
404,Customer_404,customer404@email.com,Australia,2022-10-16,36-45
405,Customer_405,customer405@email.com,USA,2023-09-12,36-45
406,Customer_406,customer406@email.com,Australia,2022-08-04,26-35
407,Customer_407,customer407@email.com,USA,2022-12-18,46-55
408,Customer_408,customer408@email.com,USA,2022-07-28,46-55
409,Customer_409,customer409@email.com,Germany,2023-12-05,36-45
410,Customer_410,customer410@email.com,USA,2023-10-12,46-55
411,Customer_411,customer411@email.com,USA,2022-09-28,26-35
412,Customer_412,customer412@email.com,Germany,2023-06-02,18-25
413,Customer_413,customer413@email.com,Germany,2023-05-16,26-35
414,Customer_414,customer414@email.com,UK,2022-09-15,18-25
415,Customer_415,customer415@email.com,Canada,2022-02-22,36-45
416,Customer_416,customer416@email.com,UK,2022-04-05,56+
417,Customer_417,customer417@email.com,USA,2023-10-12,18-25
418,Customer_418,customer418@email.com,USA,2023-03-10,18-25
419,Customer_419,customer419@email.com,Canada,2022-10-11,26-35
420,Customer_420,customer420@email.com,Australia,2022-02-15,56+
421,Customer_421,customer421@email.com,Australia,2022-01-04,26-35
422,Customer_422,customer422@email.com,Australia,2022-12-08,36-45
423,Customer_423,customer423@email.com,USA,2022-05-14,18-25
424,Customer_424,customer424@email.com,UK,2023-10-15,18-25
425,Customer_425,customer425@email.com,USA,2022-09-26,56+
426,Customer_426,customer426@email.com,UK,2022-06-15,56+
427,Customer_427,customer427@email.com,UK,2023-03-29,18-25
428,Customer_428,customer428@email.com,Australia,2023-07-19,56+
429,Customer_429,customer429@email.com,USA,2023-12-24,36-45
430,Customer_430,customer430@email.com,USA,2023-03-14,46-55
431,Customer_431,customer431@email.com,USA,2023-07-29,26-35
432,Customer_432,customer432@email.com,Australia,2022-01-10,36-45
433,Customer_433,customer433@email.com,Canada,2022-04-25,26-35
434,Customer_434,customer434@email.com,USA,2022-03-19,36-45
435,Customer_435,customer435@email.com,USA,2023-12-09,18-25
436,Customer_436,customer436@email.com,Canada,2022-06-02,18-25
437,Customer_437,customer437@email.com,USA,2023-07-13,26-35
438,Customer_438,customer438@email.com,Australia,2022-02-06,36-45
439,Customer_439,customer439@email.com,Canada,2023-01-14,26-35
440,Customer_440,customer440@email.com,USA,2023-08-20,36-45
441,Customer_441,customer441@email.com,USA,2023-07-20,56+
442,Customer_442,customer442@email.com,Germany,2022-06-01,18-25
443,Customer_443,customer443@email.com,USA,2023-03-17,36-45
444,Customer_444,customer444@email.com,USA,2022-05-11,26-35
445,Customer_445,customer445@email.com,Australia,2022-02-12,46-55
446,Customer_446,customer446@email.com,Germany,2022-11-12,26-35
447,Customer_447,customer447@email.com,Germany,2023-01-09,36-45
448,Customer_448,customer448@email.com,Australia,2022-02-10,46-55
449,Customer_449,customer449@email.com,USA,2023-01-02,56+
450,Customer_450,customer450@email.com,USA,2022-08-04,36-45
451,Customer_451,customer451@email.com,Australia,2023-11-30,26-35
452,Customer_452,customer452@email.com,UK,2022-09-13,36-45
453,Customer_453,customer453@email.com,UK,2023-11-14,46-55
454,Customer_454,customer454@email.com,Germany,2022-04-16,36-45
455,Customer_455,customer455@email.com,USA,2022-12-29,18-25
456,Customer_456,customer456@email.com,UK,2023-07-28,56+
457,Customer_457,customer457@email.com,USA,2023-02-21,36-45
458,Customer_458,customer458@email.com,UK,2023-09-28,36-45
459,Customer_459,customer459@email.com,USA,2022-06-08,26-35
460,Customer_460,customer460@email.com,USA,2022-08-31,36-45
